Id,SalePrice
796,127765.54516212412
1526,172120.07939834148
2042,129850.81427763788
442,330179.983021628
1693,325834.35646051203
1468,222843.1490777659
1430,221539.04314292772
2605,157983.7036018779
1529,200172.24184495193
335,131236.2373082124
1287,110439.14077197379
31,98246.05780005225
1785,298217.2393644781
82,149257.3117708065
2620,133900.22287909867
252,180656.33570071665
721,99157.59394396076
2165,177415.81025862775
2316,179216.5317108959
775,142015.70393734085
1558,122800.80416701862
17,211799.3235957904
1022,217998.4417322886
925,139232.81447521906
438,262676.1893070548
1270,146949.76394823164
1272,126078.01812195063
215,115223.19630559995
266,224209.64213750808
2402,275647.5556874502
1250,119661.19940145526
1984,110903.06663783402
1279,155960.79595294135
377,256441.16565115645
1252,162067.68624398607
2156,251700.83794144972
499,325368.87515451165
1374,132813.68518517085
2898,258126.48282220997
401,114303.6866441445
2721,170612.84415181636
2078,241313.503150702
2589,127702.9021747002
1946,199811.01778530714
1334,108816.16279070337
2781,210948.2368705465
431,372563.79146991996
576,202638.48390061766
1474,203626.3379112737
2254,138331.7111258886
2155,268758.1431619423
885,133420.35928068624
643,146750.95096937046
1944,127684.76356131249
480,187419.27522390944
2845,99035.75177920859
2387,298524.0423195739
2407,192731.0161249777
2527,165517.15859561594
2514,155056.3516302408
629,142391.79473185734
80,175249.45916702173
1876,141087.70136774256
1546,116067.39317201352
2518,180651.05953564524
2347,171400.49599560318
783,234853.73702875015
1322,79498.04935041419
194,84973.41247769816
1770,296193.5102638229
2143,149231.62258244175
1229,206835.98508108023
511,278103.63883747935
46,205797.33601872294
1348,136192.59978903763
2465,196372.29894199455
387,252784.20279734288
873,205106.0252739725
1918,126598.25764715522
2764,225000.80245526298
2184,112704.43969902146
934,139125.09474520315
1920,128928.0548317191
2631,147477.50189381783
1768,797670.3268645348
2040,122666.88807236397
1749,210556.9286990093
834,241204.3972744071
1457,226656.801299611
79,117410.68063664134
2302,123796.24629589607
1817,152759.35458807021
2755,237922.4735788595
359,180150.58283174067
2059,120163.45086061337
2092,226289.12485137815
2516,224593.08767436555
150,112143.70892911324
1656,145357.0232223776
83,102481.15130801123
2411,190776.9575087002
795,113478.25233618601
2312,221108.7179437395
2917,113462.56203793225
1624,177976.3746770014
2215,355729.4057603121
1211,138240.11425471646
1485,159453.31608526988
1024,167372.35765762566
570,187978.81642568886
2874,150194.6022107894
700,142584.49514678452
2756,196861.47237184347
2022,173954.21042417065
583,221073.82103927413
2392,341842.6394718182
2424,171052.57142480393
212,108814.98009390896
736,126969.24207130057
1610,176918.011486866
890,115643.34587624665
467,175237.07428559335
578,256697.43629257512
1747,193349.2241143495
1149,163253.69558141264
2758,232259.36641691593
857,138984.61973135002
2219,280177.4144254087
733,112440.94431705288
2909,104859.45724243032
1798,255913.07236532547
235,124554.14408084996
2366,120222.70438461832
1027,136896.00700911155
1195,130785.54841557506
1303,67195.13970210779
148,172718.2243685196
608,133930.9303082882
2515,191609.6077722185
821,277003.1665259634
2500,259566.13117772646
745,115811.59223974432
741,139196.82297671423
1611,139497.2409332725
2532,135805.88773219148
1081,221753.60664722254
1692,457517.1376327935
2520,179814.4288023017
276,138415.577552884
1992,125257.65037457236
663,76556.44018501983
418,125232.06680878933
1733,187672.87130732875
2359,149529.51750044615
253,187117.1011752371
1518,171974.50286062792
2035,133971.57380785706
2919,89765.59102599625
1540,271133.26401713537
2120,149182.94897718105
1674,165656.4422221003
256,154751.55731250285
2361,116707.73351883492
978,95861.78857862957
2280,155951.82961552744
2095,217393.32600463825
1709,324363.5663977913
2801,231923.67144106748
1246,122143.72099108165
2373,100558.29236031703
1055,265383.5580376659
2017,139675.87869177415
1099,253868.9252606208
1344,117620.03347493982
835,223913.09413874266
1117,221951.73824513526
2043,106888.00749626353
2085,126623.61078722496
410,146127.1719858996
2650,111929.03409244047
2867,190938.52704296738
1668,109847.3195879679
1161,161851.1999199258
2122,185366.63561522285
2539,143939.1718636094
1047,133004.312414582
1445,123569.21600983973
541,127166.94061389059
569,212678.127360966
1276,119912.46470967919
918,144949.28812373558
326,160574.81575234738
1936,124554.4290024916
895,97642.65065030086
257,151286.53519310532
1241,168457.96253186942
1545,110328.26178529071
1189,169665.430444845
270,141292.72783932573
2066,193366.6040226053
693,120252.2085076168
1259,146081.7890450567
2916,152592.5544730888
2321,295902.82937224786
1977,85084.78569856763
1895,157885.00757230978
1240,165924.42339989272
85,142108.75511253468
1823,127834.99343733836
825,269637.4785639086
110,227263.23966624643
697,113860.58921283194
2297,126719.57091626558
1231,137870.0112823155
1355,141989.35001882346
968,323745.186473805
584,220588.8482896577
1315,124077.27753958014
1606,139410.9741137293
206,93662.14593023543
1685,348599.9016829391
2016,131159.3130767008
869,200218.70111996765
2135,130326.15178046605
2346,169896.29666754903
2430,215644.9254705234
2198,121098.24707224997
2652,114414.30768283123
27,123406.50214597638
241,161017.7623433006
906,122438.31702345776
1506,120816.61857117283
2098,380012.16439869796
1435,222136.8301990957
2213,185881.4057849138
1274,141246.25583088046
743,68335.92563409077
1737,205712.90752812868
2797,274540.07638157945
2185,106249.63045457508
58,177226.88299823637
830,191100.46629531975
808,147828.28669836422
680,151820.2573844286
1153,98975.30196696823
1291,125234.80384997374
1818,166221.38713418713
2161,180061.1132047683
1883,121140.06304667307
350,345811.54913499684
2473,137309.6027860606
295,200165.7751595564
293,165236.77905552535
859,134894.91630744893
288,87705.79069707631
1578,145072.98950951672
102,178388.78291109158
2831,132763.03303874293
1030,158755.18649343975
2551,147448.53670328425
1286,130908.87714242555
958,320489.8874477238
776,132712.1111071998
72,223103.33834478608
2263,253973.36450012113
1866,162139.30131309776
2876,84166.98309642899
2146,240846.05571733165
103,172247.97475919072
1500,135224.2471025313
492,171365.78671939048
167,152927.64670946868
2597,121992.19736069895
2685,115286.10333234115
1035,141772.4853827838
1220,112498.80826332445
2602,163706.49932644772
2159,201089.82654834146
695,126806.62508864701
1109,256908.6027547896
640,166035.72440988818
1652,147287.77389097892
2090,154232.81413318292
1188,187865.81500564644
2345,237240.96788557607
1059,454197.93049513316
2751,224420.8245625969
128,184240.3118499952
1523,162444.7282786948
2925,153378.24422024662
2145,276767.83848749567
1121,227932.3668119752
566,268460.2990757413
565,232313.54414188088
1331,147286.3075025498
2928,134676.61976977962
156,140456.12692517694
797,136005.77671192243
327,97970.4461992137
2859,137842.01684948496
1453,121699.82499554516
1762,347888.033686086
1868,194205.57730263862
1760,176878.09909427245
1113,261545.72675146646
1812,200737.23580391292
117,167761.0092614655
1142,199489.32439670942
2342,367410.19011531473
927,155735.87128466181
2478,180416.2035076802
655,98006.4578572407
2064,128356.16336721306
369,255879.99562852475
2239,117896.91953039997
2732,251181.42189970304
1653,157695.94459121692
959,206852.71457431733
2395,363517.75755463826
1412,108556.71017524853
271,239730.57835002744
1484,144223.07462176363
1497,142765.4741033616
552,166982.3322490843
2,117151.8284297242
1855,272419.97896691266
4,281195.06629443343
2292,156322.50570345644
134,140980.69061738832
646,108508.93985555705
42,315181.7349877233
532,219743.1079542945
713,105939.44139354174
2561,139868.50242591416
2360,134093.61625518385
1333,131434.12929838707
1407,190442.34292960644
2892,312257.5655475196
574,216654.18029067173
1227,165294.99935970866
2591,192679.01443020004
1476,196954.79015078914
1125,250020.69636759988
1446,135181.47153095127
408,110775.2026881589
1101,284066.8669584419
2251,192355.26470023725
373,187095.72906117453
2554,126090.3104093647
2382,244281.72124484388
1985,92622.43141424537
519,219238.44336061907
1093,185045.70596749
864,239559.17955379
2889,139213.97229729482
2308,187752.86357479347
986,162778.80463777683
1302,151574.8283601634
585,161778.57731074962
2708,143340.94708428573
147,138552.78881649565
1441,210679.08376789393
383,195670.66604935264
285,136117.24899371932
181,108644.39768252148
358,183772.53873300605
780,180480.06102476103
258,199883.03367188352
1865,213305.85130971132
692,112219.15034992532
2902,331374.53036121104
508,251400.18876670147
2638,141881.76244840107
36,149003.05407052467
611,188641.82949904294
2281,153786.70205911092
1678,121942.08937111002
1696,466611.7074887991
1557,92804.44294040314
2180,149422.43880024477
1726,216803.47032753594
951,149369.9436402426
267,219495.60487640664
2706,142744.00549326645
2221,243030.00826699083
1357,162785.39466110445
2901,305733.9079307616
347,179710.4762993996
2164,182899.13486154837
1586,317733.71202430775
360,158757.4988564214
1769,245081.72198061476
2617,193709.50430896052
1879,151132.83092081142
991,226949.84301301307
1535,134890.76977512054
1191,152929.65442963806
1579,206304.83345195992
1882,137116.90620635718
1510,127319.13541439114
2196,150958.40242006947
1845,180695.49663404262
2336,386403.3281407844
942,94710.03716215864
861,133042.32614441443
2555,130413.42064587692
1392,155634.74523857216
2099,237329.60706515945
1543,120083.86247388805
948,265423.9219350654
1239,153274.46978836082
22,192005.6089400969
2796,227971.70375238784
2747,161501.97198448505
92,265097.2620674519
210,170237.09564476673
1858,200108.14555515794
2228,161332.42640715235
447,210057.50130977124
827,221422.73241987426
1649,220318.26954302887
682,132106.22711274444
2698,98888.01240546917
494,161339.12384677082
214,127073.59182919576
2441,250437.23338274102
2679,105647.52656283772
1336,120769.58364599865
465,179162.16432906323
1524,151686.9676052465
2543,115028.81283929817
631,138474.21043422958
2452,339525.3328891765
228,154227.82118588602
126,157734.52144096757
1092,207923.86918677003
1122,207515.8509896327
932,223849.2680050701
1980,91066.97074369558
2171,103542.3733162945
551,156603.23726865317
2768,162188.92432341434
2056,120536.35062183875
1159,378398.9810544309
2645,119871.19035614202
1174,170715.31411126727
2266,210059.56938972496
2462,416517.4578653371
1219,143915.84423093186
2922,181513.38191605057
118,141131.2189780539
474,175495.04081017358
2576,151832.3085555369
872,279214.28327184333
1077,212687.85606751032
1536,153480.15524377848
1150,132217.21523856404
2341,285821.24381607136
1931,132743.7255765294
2785,144924.16189718686
2538,128466.24024404088
597,204415.702646572
464,177744.2885704936
233,250996.38914932366
2169,148782.5331733254
2123,173722.27805679638
1867,168966.39243661772
137,255637.4172166963
515,236988.73850237372
933,107113.74300038598
2784,155059.16690532686
972,157014.35104252232
599,167376.9331386649
2614,128639.86481703476
2582,138363.3479737855
1409,148709.24808959692
175,114034.55324862976
352,223183.15267868433
976,98728.05301126768
2134,185009.0879282461
984,130264.41570511124
2396,363139.8697876871
1673,144461.71202131582
404,112440.43959237689
607,158835.83388886324
814,139060.73731389007
868,188494.25677574932
2271,194934.39616742998
1633,223911.39137373003
337,191023.44753307386
2765,191949.02331771195
1746,224024.14816234243
368,293740.87137290183
2806,198575.35091245983
1662,184154.3681650714
1234,204765.63830460416
1373,137551.16638015135
1672,112818.66861252693
1939,128025.8558082229
